iter	Passed	Remaining
757	1491	476
758	1492	474
759	1494	472
760	1496	469
761	1498	467
762	1499	465
763	1501	463
764	1503	461
765	1504	459
766	1506	457
767	1508	455
768	1510	453
769	1511	451
770	1513	449
771	1515	447
772	1516	445
773	1518	443
774	1520	441
775	1521	439
776	1523	437
777	1525	435
778	1527	433
779	1528	431
780	1530	429
781	1531	427
782	1533	425
783	1535	423
784	1536	420
785	1538	418
786	1540	416
787	1542	414
788	1543	412
789	1545	410
790	1547	408
791	1548	406
792	1550	404
793	1552	402
794	1553	400
795	1555	398
796	1557	396
797	1559	394
798	1560	392
799	1562	390
800	1564	388
801	1565	386
802	1567	384
803	1569	382
804	1571	380
805	1572	378
806	1574	376
807	1576	374
808	1578	372
809	1579	370
810	1581	368
811	1582	366
812	1584	364
813	1586	362
814	1587	360
815	1589	358
816	1591	356
817	1592	354
818	1594	352
819	1596	350
820	1598	348
821	1600	346
822	1602	344
823	1603	342
824	1605	340
825	1607	338
826	1608	336
827	1610	334
828	1612	332
829	1613	330
830	1615	328
831	1617	326
832	1618	324
833	1620	322
834	1622	320
835	1623	318
836	1625	316
837	1627	314
838	1629	312
839	1630	310
840	1632	308
841	1634	306
842	1636	304
843	1638	302
844	1639	300
845	1641	298
846	1643	296
847	1645	294
848	1646	292
849	1648	290
850	1650	288
851	1651	286
852	1653	284
853	1655	283
854	1657	281
855	1659	279
856	1660	277
857	1662	275
858	1664	273
859	1665	271
860	1667	269
861	1669	267
862	1671	265
863	1672	263
864	1674	261
865	1676	259
866	1677	257
867	1679	255
868	1681	253
869	1683	251
870	1685	249
871	1687	247
872	1689	245
873	1691	243
874	1693	241
875	1694	239
876	1696	237
877	1698	235
878	1699	233
879	1701	232
880	1703	230
881	1704	228
882	1706	226
883	1708	224
884	1709	222
885	1711	220
886	1713	218
887	1715	216
888	1716	214
889	1718	212
890	1720	210
891	1722	208
892	1724	206
893	1726	204
894	1727	202
895	1729	200
896	1731	198
897	1733	196
898	1734	194
899	1736	192
900	1738	190
901	1739	189
902	1741	187
903	1743	185
904	1745	183
905	1746	181
906	1748	179
907	1750	177
908	1752	175
909	1754	173
910	1755	171
911	1757	169
912	1759	167
913	1760	165
914	1762	163
915	1763	161
916	1765	159
917	1767	157
918	1768	155
919	1770	153
920	1772	152
921	1773	150
922	1775	148
923	1777	146
924	1779	144
925	1781	142
926	1782	140
927	1784	138
928	1786	136
929	1788	134
930	1789	132
931	1791	130
932	1793	128
933	1794	126
934	1796	124
935	1798	122
936	1799	121
937	1801	119
938	1803	117
939	1804	115
940	1806	113
941	1808	111
942	1810	109
943	1811	107
944	1813	105
945	1815	103
946	1816	101
947	1818	99
948	1820	97
949	1822	95
950	1823	93
951	1825	92
952	1827	90
953	1828	88
954	1830	86
955	1832	84
956	1833	82
957	1835	80
958	1837	78
959	1839	76
960	1840	74
961	1842	72
962	1844	70
963	1845	68
964	1847	67
965	1848	65
966	1850	63
967	1852	61
968	1853	59
969	1855	57
970	1857	55
971	1859	53
972	1860	51
973	1862	49
974	1863	47
975	1865	45
976	1867	43
977	1869	42
978	1870	40
979	1872	38
980	1874	36
981	1875	34
982	1877	32
983	1879	30
984	1880	28
985	1882	26
986	1884	24
987	1885	22
988	1887	20
989	1889	19
990	1890	17
991	1892	15
992	1894	13
993	1895	11
994	1897	9
995	1899	7
996	1900	5
997	1902	3
998	1904	1
999	1905	0
